PC1,PC2,PC3,class
-2.1133006318013625,0.6342891933508977,0.12521465060686746,0
-0.768576509048091,-1.146558051173706,-0.33749867535333977,0
-2.312642571599468,0.7258428239698457,2.2173095584385103,0
-0.10407801676134723,-0.5960799993464637,-0.3690018861596293,0
0.33405066120739574,-0.5680498227456637,1.694507797627452,1
3.0527954216826623,-1.6676362493583925,0.26138918326806865,1
-0.563141583075978,0.3234583311020661,0.524905016072301,1
0.022651060547099727,-1.0640587185792405,-0.13595211565121246,0
0.9358909615845882,-1.4425047331412666,-1.0697347912192456,0
2.5652189686746647,-1.4854328095924625,-0.47399442378946927,1
0.7350763106265038,-2.0525540419779666,-0.14438746951567194,0
2.883308846381373,-2.018364652582377,-0.09575378573242822,1
0.04679015038593467,0.8341092962292095,0.16748202270607568,1
3.039391710843419,0.05402172079115127,-0.4510149065571393,1
1.7283133569096922,0.6701569126293178,-0.6571827369678893,1
-1.3783369922142077,1.7167538140113578,1.2362108184851135,1
1.6262611152455861,0.18838036620302212,-0.13305262561990394,1
3.5613493895636696,0.14160229926469517,-1.0791167789920066,1
1.2429533330847466,1.0538929909845487,-0.9352122251200282,1
2.865923692895368,-0.4207169438592396,0.18794162132481734,1
0.7726025203673373,1.2436381375630345,-0.5278086903930486,1
3.151696648836513,0.21527723471583696,-1.2863269772247432,1
-4.010820955397065,-0.10275236670470728,0.8604466713012001,0
-3.223778149836157,-0.5301916842948702,0.217871202970357,0
-2.6516052316644254,-0.023357283042337713,-0.2305659690526958,0
-2.312590541606702,-1.0754442066790326,-0.2149081444832335,0
-4.548612179186266,0.26787965089316584,-0.56852455503854,0
-2.3344027197235433,1.3038421662604698,0.24430502333679938,0
-3.985925586552319,1.2124605869832332,-1.2711775179212073,0
-1.9551970718659557,0.31530554116942683,0.4501767524138591,0
1.6053372402465362,-3.4460443686833355,1.6754185602030105,0
-1.4112631638152229,-0.42200124877633305,0.7279705381181687,0
-1.1293192813317359,-1.4163224273248238,-1.0329597099488654,0
3.993462949804061,-0.0826847793578856,0.06808531666843577,2
6.121511630152886,-0.22630916711657081,0.5275649224731707,2
1.3745161418043714,3.471790097859773,0.8460263384313588,2
1.9971391506740999,0.652003553422334,-0.4718728885325743,1
2.7924493302889593,0.608469598058545,-0.28606201681059085,1
13.789224104098887,1.8981972502532043,3.41548401925021,2
2.4460924566163453,1.5736087146498716,-0.16699232498798783,2
7.383639469840131,1.970264734337537,-0.009006677465416968,2
3.41656628862718,0.8954355838819361,1.1558725536688745,2
2.9113056018501973,0.39491508607296893,-0.7976438627248453,1
-6.17572705339476,0.027239680982118396,1.5562646208819502,0
-1.2222012480361293,-1.5949041025647788,0.5089203176376415,0
-4.482260069319613,-0.16157609994050162,0.09454918101494275,0
-3.0160302920727338,-1.080840808242548,0.14976746205641034,0
-4.477274805928624,0.46194021345850095,0.7631941546891696,0
-5.426911932014066,-0.055146640480222796,0.04493442625831692,0
-2.9997415766276085,-1.094932837643221,1.331040107111742,0
-4.459393828481021,-0.12097113428015666,0.1875596443005657,0
-4.240269389318322,0.5530863136342992,-0.297659924211043,0
-1.3210010394286975,-1.6181079605580855,-0.9469078821340413,0
-3.32452848657843,-0.12183881341088112,-0.9763832360679314,0
1.264335971883561,0.24321603266120337,-1.2560484438582515,1
0.663889030421239,1.072510582158778,0.2225687642359179,1
2.7759026749172424,1.152096014723114,-1.011456906313638,1
0.9355777224858653,0.9797227664223209,-0.06366126954313704,1
0.4501566711581382,1.7899488039400107,-0.6671185871179327,1
3.5340927188208355,-0.27674159456829966,-1.3924636976526559,1
-0.17203477502085504,0.8095017612065011,-0.3164623263455787,1
1.3136721210152447,0.26263598722258785,-0.24829239829200797,1
0.6984837587497834,1.2784980392688627,-0.08405164203112864,1
2.8751493437934426,0.42736903652753533,0.02608962755073088,1
1.8463548295107488,1.3701264291235649,-0.4782740510354139,1
-2.788975178859306,-0.4843718053733389,-0.01819320840872546,0
-1.7943989790191868,-0.43191324681001547,-0.8525463419611568,0
-1.7477485946944125,-0.36909245137361807,-0.6792831202584281,0
-2.8240262040328536,-0.6536732710554791,0.29304052231194644,0
-0.8911210249172392,-0.555120356205781,0.37890735765487876,0
-1.7370164479338546,0.07207807016623777,-0.27680071766162695,0
-1.7466781345436264,-1.7372129563544934,0.15125889730119138,0
-5.276673910300843,1.6545248828756125,-0.23323627152490456,0
-3.39474277121105,1.4498083975656095,-0.10438599226619526,0
